"","sample","gene","chr","start","end","length","coverage","coverage.ratio","max.reads","mean.reads","low.reads.num.1000","low.reads.cover","high.reads.num.1000","high.reads.cover"
"224","APL1.bam","ASXL1","chr20",31021458,31021649,192,191,0.994791666666667,5769,4576.78125,0,0,191,1
"225","APL1.bam","ASXL1","chr20",31022179,31022679,501,500,0.998003992015968,1955,771.315369261477,288,0.576,212,0.424
"226","APL1.bam","ASXL1","chr20",31022739,31022956,218,217,0.995412844036697,1524,1073.84403669725,106,0.488479262672811,111,0.511520737327189
"227","APL1.bam","ASXL1","chr20",31022960,31023167,208,207,0.995192307692308,1511,1175.35096153846,76,0.367149758454106,131,0.632850241545894
"228","APL1.bam","ASXL1","chr20",31023446,31023675,230,229,0.995652173913044,2478,1138.73043478261,141,0.615720524017467,88,0.384279475982533
"229","APL1.bam","ASXL1","chr20",31023696,31023923,228,227,0.995614035087719,3423,2307.64035087719,0,0,227,1
"230","APL1.bam","ASXL1","chr20",31024068,31024294,227,226,0.995594713656388,4382,2298.70484581498,0,0,226,1
"231","APL1.bam","ASXL1","chr20",31024300,31024523,224,223,0.995535714285714,5459,3812.04017857143,0,0,223,1
"232","APL1.bam","ASXL1","chr20",31024609,31025120,512,511,0.998046875,5333,2689.240234375,110,0.215264187866928,401,0.784735812133072
"233","APL1.bam","RUNX1","chr21",36164449,36164919,471,468,0.993630573248408,202,87.7091295116773,468,1,0,0
"234","APL1.bam","RUNX1","chr21",36171483,36171841,359,358,0.997214484679666,4045,1955.89415041783,112,0.312849162011173,246,0.687150837988827
"235","APL1.bam","RUNX1","chr21",36206706,36206950,245,244,0.995918367346939,3667,2421.61632653061,61,0.25,183,0.75
"236","APL1.bam","RUNX1","chr21",36231717,36231940,224,223,0.995535714285714,3412,2296.80803571429,0,0,223,1
"237","APL1.bam","RUNX1","chr21",36252821,36253043,223,222,0.995515695067265,5278,3628.47533632287,0,0,222,1
"238","APL1.bam","RUNX1","chr21",36258959,36259323,365,364,0.997260273972603,443,283.038356164384,364,1,0,0
"239","APL1.bam","U2AF1","chr21",44513108,44513307,200,199,0.995,1591,1150.105,88,0.442211055276382,111,0.557788944723618
"240","APL1.bam","U2AF1","chr21",44514701,44514922,222,221,0.995495495495496,5414,3747.68018018018,0,0,221,1
"241","APL1.bam","U2AF1","chr21",44524336,44524558,223,222,0.995515695067265,795,524.381165919282,222,1,0,0
"242","APL1.bam","USP9X","chrX",41007638,41007840,203,202,0.995073891625616,2579,1895.07389162562,0,0,202,1
"243","APL1.bam","USP9X","chrX",41026708,41026927,220,219,0.995454545454545,4687,3162.90909090909,0,0,219,1
"244","APL1.bam","USP9X","chrX",41043703,41043900,198,197,0.994949494949495,7120,5565.49494949495,0,0,197,1
"245","APL1.bam","USP9X","chrX",41057773,41057881,109,108,0.990825688073395,2209,2106.57798165138,0,0,108,1
"246","APL1.bam","USP9X","chrX",41064660,41064844,185,184,0.994594594594595,4686,3683.63783783784,0,0,184,1
"247","APL1.bam","USP9X","chrX",41075172,41075329,158,157,0.993670886075949,1307,1221.92405063291,2,0.0127388535031847,155,0.987261146496815
"248","APL1.bam","USP9X","chrX",41075493,41075642,150,149,0.993333333333333,2625,2505.61333333333,0,0,149,1
"249","APL1.bam","USP9X","chrX",41076486,41076674,189,188,0.994708994708995,1926,1475.0582010582,74,0.393617021276596,114,0.606382978723404
"250","APL1.bam","SMC1A","chrX",53407446,53407673,228,227,0.995614035087719,3493,2333.29385964912,0,0,227,1
"251","APL1.bam","SMC1A","chrX",53409129,53409316,188,187,0.99468085106383,3860,3100.72872340426,0,0,187,1
"252","APL1.bam","SMC1A","chrX",53423143,53423350,208,207,0.995192307692308,5940,4399.42307692308,0,0,207,1
"253","APL1.bam","SMC1A","chrX",53423426,53423648,223,222,0.995515695067265,7614,5246.98206278027,0,0,222,1
"254","APL1.bam","SMC1A","chrX",53426522,53426731,210,209,0.995238095238095,5166,3645.84761904762,0,0,209,1
"255","APL1.bam","SMC1A","chrX",53430418,53430639,222,221,0.995495495495496,3377,2318.26126126126,0,0,221,1
"256","APL1.bam","SMC1A","chrX",53432484,53432706,223,222,0.995515695067265,5911,4010.59192825112,0,0,222,1
"257","APL1.bam","SMC1A","chrX",53435951,53436172,222,221,0.995495495495496,5831,3983.58558558559,0,0,221,1
"258","APL1.bam","SMC1A","chrX",53439796,53440002,207,206,0.995169082125604,2058,1508.05797101449,47,0.228155339805825,159,0.771844660194175
"259","APL1.bam","SMC1A","chrX",53441876,53442071,196,195,0.994897959183674,3656,2803.85714285714,0,0,195,1
"260","APL1.bam","STAG2","chrX",123164873,123165090,218,217,0.995412844036697,1221,832.073394495413,126,0.580645161290323,91,0.419354838709677
"261","APL1.bam","STAG2","chrX",123171389,123171486,98,97,0.989795918367347,7716,7418.69387755102,0,0,97,1
"262","APL1.bam","STAG2","chrX",123178976,123179318,343,342,0.997084548104956,3806,2019.2915451895,65,0.190058479532164,277,0.809941520467836
"263","APL1.bam","STAG2","chrX",123181088,123181317,230,229,0.995652173913044,2900,1918.39130434783,0,0,229,1
"264","APL1.bam","STAG2","chrX",123182818,123183035,218,217,0.995412844036697,7706,5151.6880733945,0,0,217,1
"265","APL1.bam","STAG2","chrX",123183969,123184130,162,161,0.993827160493827,2039,1852.24074074074,10,0.062111801242236,151,0.937888198757764
"266","APL1.bam","STAG2","chrX",123184994,123185352,359,358,0.997214484679666,1944,1256.25626740947,194,0.541899441340782,164,0.458100558659218
"267","APL1.bam","STAG2","chrX",123191729,123191913,185,184,0.994594594594595,2959,2373.92432432432,0,0,184,1
"268","APL1.bam","STAG2","chrX",123194958,123195177,220,219,0.995454545454545,3279,2212.22272727273,0,0,219,1
"269","APL1.bam","STAG2","chrX",123196817,123197158,342,341,0.997076023391813,2793,1329.01461988304,100,0.293255131964809,241,0.706744868035191
"270","APL1.bam","STAG2","chrX",123197587,123197798,212,211,0.995283018867924,82,57.2169811320755,211,1,0,0
"271","APL1.bam","STAG2","chrX",123199931,123200323,393,392,0.997455470737914,6210,3987.69974554707,0,0,392,1
"272","APL1.bam","STAG2","chrX",123202433,123202591,159,158,0.993710691823899,2502,2327.69182389937,0,0,158,1
"273","APL1.bam","STAG2","chrX",123204957,123205144,188,187,0.99468085106383,1465,1068.77659574468,70,0.374331550802139,117,0.625668449197861
"274","APL1.bam","STAG2","chrX",123215112,123215526,415,414,0.997590361445783,3074,1606.35662650602,86,0.207729468599034,328,0.792270531400966
"275","APL1.bam","STAG2","chrX",123217280,123217482,203,202,0.995073891625616,4064,3027.1921182266,0,0,202,1
"276","APL1.bam","STAG2","chrX",123220339,123220560,222,221,0.995495495495496,3437,2316.75225225225,0,0,221,1
"277","APL1.bam","STAG2","chrX",123224508,123224723,216,215,0.99537037037037,7447,5168.76388888889,0,0,215,1
"278","APL1.bam","STAG2","chrX",123227895,123228096,202,201,0.995049504950495,7600,5673.96534653465,0,0,201,1
"279","APL1.bam","PHF6","chrX",133511700,133511903,204,203,0.995098039215686,1240,874.191176470588,99,0.487684729064039,104,0.512315270935961
"280","APL1.bam","PHF6","chrX",133527540,133527733,194,193,0.994845360824742,2789,2106.81443298969,0,0,193,1
"281","APL1.bam","PHF6","chrX",133527855,133528004,150,149,0.993333333333333,3191,3015.65333333333,0,0,149,1
"282","APL1.bam","PHF6","chrX",133547439,133547654,216,215,0.99537037037037,1578,1084.31018518519,126,0.586046511627907,89,0.413953488372093
"283","APL1.bam","PHF6","chrX",133547806,133548001,196,195,0.994897959183674,1818,1345.40816326531,90,0.461538461538462,105,0.538461538461538
"284","APL1.bam","PHF6","chrX",133548860,133549207,348,347,0.997126436781609,4425,2985.18103448276,0,0,347,1
"285","APL1.bam","PHF6","chrX",133551169,133551357,189,188,0.994708994708995,7834,6019.07407407407,38,0.202127659574468,150,0.797872340425532
"286","APL1.bam","PHF6","chrX",133559159,133559374,216,215,0.99537037037037,591,406.787037037037,215,1,0,0
